Year,DOY,Month,Day,Input_AirTemp_max_C,Input_AirTemp_min_C,Input_PPT_mm,Sim_SWE_mm,Sim_Hoh_MJm.2,Sim_Hgt_MJm.2,Sim_Infiltration_mm,Sim_DiffuseRecharge_mm,Sim_ET_mm,Sim_T_mm,Sim_E_mm,Sim_E_Snowloss_mm,Sim_E_Baresoil_mm,Sim_E_InterceptedCanopy_mm,Sim_E_SurfaceWater_mm,Sim_SurfaceTemp_C_min,Sim_SurfaceTemp_C_avg,Sim_SurfaceTemp_C_max,Sim_SoilTemp_C_min_005_cm,Sim_SoilTemp_C_min_010_cm,Sim_SoilTemp_C_min_015_cm,Sim_SoilTemp_C_min_020_cm,Sim_SoilTemp_C_min_025_cm,Sim_SoilTemp_C_min_030_cm,Sim_SoilTemp_C_min_040_cm,Sim_SoilTemp_C_min_050_cm,Sim_SoilTemp_C_min_060_cm,Sim_SoilTemp_C_avg_005_cm,Sim_SoilTemp_C_avg_010_cm,Sim_SoilTemp_C_avg_015_cm,Sim_SoilTemp_C_avg_020_cm,Sim_SoilTemp_C_avg_025_cm,Sim_SoilTemp_C_avg_030_cm,Sim_SoilTemp_C_avg_040_cm,Sim_SoilTemp_C_avg_050_cm,Sim_SoilTemp_C_avg_060_cm,Sim_SoilTemp_C_max_005_cm,Sim_SoilTemp_C_max_010_cm,Sim_SoilTemp_C_max_015_cm,Sim_SoilTemp_C_max_020_cm,Sim_SoilTemp_C_max_025_cm,Sim_SoilTemp_C_max_030_cm,Sim_SoilTemp_C_max_040_cm,Sim_SoilTemp_C_max_050_cm,Sim_SoilTemp_C_max_060_cm,Sim_VWC_000to005_cm,Sim_VWC_005to010_cm,Sim_VWC_010to015_cm,Sim_VWC_015to020_cm,Sim_VWC_020to025_cm,Sim_VWC_025to030_cm,Sim_VWC_030to040_cm,Sim_VWC_040to050_cm,Sim_VWC_050to060_cm,Sim_SWP_MPa_000to005_cm,Sim_SWP_MPa_005to010_cm,Sim_SWP_MPa_010to015_cm,Sim_SWP_MPa_015to020_cm,Sim_SWP_MPa_020to025_cm,Sim_SWP_MPa_025to030_cm,Sim_SWP_MPa_030to040_cm,Sim_SWP_MPa_040to050_cm,Sim_SWP_MPa_050to060_cm,Date,Obs_VWC_5cm,Obs_VWC_10cm,Obs_VWC_30cm,P
2008,11,1,11,4.93,-3.92,0,13.5663594,18.04707335,6.365261665,0,0.013553821,0.651558481,0.126975269,0.524583212,0.417472221,0,0,0.10711099,-2,-2,-2,-1.776946032,-1.553892064,-1.330838096,-1.104229643,-0.877621191,-0.651012739,-0.250957857,0.131541793,0.443820513,-1.776946032,-1.553892064,-1.330838096,-1.104229643,-0.877621191,-0.651012739,-0.250957857,0.131541793,0.443820513,-1.776946032,-1.553892064,-1.330838096,-1.104229643,-0.877621191,-0.651012739,-0.250957857,0.131541793,0.443820513,0.093540372,0.076228857,0.121317643,0.11942831,0.119431683,0.119509715,0.119613571,0.119707279,0.119779291,-2.827659869,-2.056724601,-1.55257331,-1.667640662,-1.667427137,-1.662494451,-1.655954167,-1.650077164,-1.64557642,1/11/2008,NA,NA,NA,0
2008,12,1,12,0.48,-5.38,0,13.20043097,18.14896613,6.413300843,0,0.013479277,0.477873863,0.111945432,0.36592843,0.36592843,0,0,0,-2.589465249,-2.589465249,-2.589465249,-2.258492042,-1.927518836,-1.59654563,-1.333542389,-1.070539149,-0.807535908,-0.382525109,0.022458433,0.347332951,-2.258492042,-1.927518836,-1.59654563,-1.333542389,-1.070539149,-0.807535908,-0.382525109,0.022458433,0.347332951,-2.258492042,-1.927518836,-1.59654563,-1.333542389,-1.070539149,-0.807535908,-0.382525109,0.022458433,0.347332951,0.093277861,0.075982764,0.121231245,0.119216319,0.119209818,0.119290763,0.119399572,0.119497395,0.119572831,-2.861505895,-2.086285939,-1.557641064,-1.681124484,-1.681539823,-1.676375835,-1.669461586,-1.663272157,-1.65851636,1/12/2008,NA,NA,NA,0
2008,13,1,13,0.09,-6.1,0,12.83975391,18.25530394,6.429922462,0,0.013405922,0.471592468,0.110915409,0.360677059,0.360677059,0,0,0,-2.727874428,-2.727874428,-2.727874428,-2.406399632,-2.084924837,-1.763450042,-1.494695761,-1.225941481,-0.9571872,-0.51504611,-0.093131159,0.247879237,-2.406399632,-2.084924837,-1.763450042,-1.494695761,-1.225941481,-0.9571872,-0.51504611,-0.093131159,0.247879237,-2.406399632,-2.084924837,-1.763450042,-1.494695761,-1.225941481,-0.9571872,-0.51504611,-0.093131159,0.247879237,0.093016853,0.075738112,0.121142321,0.119007101,0.118990177,0.11907403,0.119187884,0.11928993,0.119368859,-2.8956011,-2.116137852,-1.562875883,-1.694549212,-1.695640256,-1.690241842,-1.682942131,-1.676428897,-1.671410067,1/13/2008,NA,NA,NA,0
2008,14,1,14,1.25,-7.12,0,12.4743137,18.36603355,6.439929683,0,0.013331725,0.478392819,0.112952609,0.36544021,0.36544021,0,0,0,-2.715745502,-2.715745502,-2.715745502,-2.424493573,-2.133241644,-1.841989715,-1.58351631,-1.325042905,-1.066569499,-0.624140177,-0.199728897,0.15261021,-2.424493573,-2.133241644,-1.841989715,-1.58351631,-1.325042905,-1.066569499,-0.624140177,-0.199728897,0.15261021,-2.424493573,-2.133241644,-1.841989715,-1.58351631,-1.325042905,-1.066569499,-0.624140177,-0.199728897,0.15261021,0.092756549,0.075493971,0.121044114,0.118794388,0.118766684,0.118853535,0.118972642,0.119079141,0.119161723,-2.9300505,-2.146396205,-1.568679584,-1.70831885,-1.71012124,-1.704477751,-1.696771575,-1.689913392,-1.684616368,1/14/2008,NA,NA,NA,0
2008,15,1,15,2.17,-6.71,0,12.09425545,18.48109925,6.443589842,0,0.013254702,0.498123575,0.118065325,0.38005825,0.38005825,0,0,0,-2.557457181,-2.557457181,-2.557457181,-2.313547296,-2.069637412,-1.825727528,-1.590900096,-1.356072664,-1.121245232,-0.696292753,-0.285294712,0.069885584,-2.313547296,-2.069637412,-1.825727528,-1.590900096,-1.356072664,-1.121245232,-0.696292753,-0.285294712,0.069885584,-2.313547296,-2.069637412,-1.825727528,-1.590900096,-1.356072664,-1.121245232,-0.696292753,-0.285294712,0.069885584,0.092496068,0.075249325,0.120929756,0.118571874,0.118533255,0.118623302,0.118747998,0.118859322,0.118945818,-2.964975953,-2.177195109,-1.575467583,-1.722854441,-1.725391018,-1.71948289,-1.711338105,-1.704102456,-1.698503748,1/15/2008,NA,NA,NA,0
2008,16,1,16,-2.14,-12.7,0,11.78944424,18.60044297,6.585619022,0,0.013192991,0.400004846,0.095193635,0.304811211,0.304811211,0,0,0,-3.832350457,-3.832350457,-3.832350457,-3.359099875,-2.885849292,-2.41259871,-2.075927929,-1.739257149,-1.402586369,-0.894504437,-0.412588513,-0.035336619,-3.359099875,-2.885849292,-2.41259871,-2.075927929,-1.739257149,-1.402586369,-0.894504437,-0.412588513,-0.035336619,-3.359099875,-2.885849292,-2.41259871,-2.075927929,-1.739257149,-1.402586369,-0.894504437,-0.412588513,-0.035336619,0.092243159,0.075013223,0.120862858,0.118396375,0.118345261,0.118437716,0.118567161,0.118682425,0.11877218,-2.999325244,-2.207379655,-1.57945337,-1.734414536,-1.737797374,-1.731683794,-1.723163799,-1.715615888,-1.709763523,1/16/2008,NA,NA,NA,0
2008,17,1,17,-6.76,-15.44,0,11.53358638,18.72400425,6.706185985,0,0.013141221,0.336127115,0.080269257,0.255857858,0.255857858,0,0,0,-4.75389736,-4.75389736,-4.75389736,-4.179038207,-3.604179054,-3.029319901,-2.614709762,-2.200099622,-1.785489483,-1.178059479,-0.607408115,-0.183871308,-4.179038207,-3.604179054,-3.029319901,-2.614709762,-2.200099622,-1.785489483,-1.178059479,-0.607408115,-0.183871308,-4.179038207,-3.604179054,-3.029319901,-2.614709762,-2.200099622,-1.785489483,-1.178059479,-0.607408115,-0.183871308,0.091995925,0.074783406,0.1208257,0.11825182,0.118186955,0.118281248,0.118414875,0.118533489,0.118626066,-3.033327912,-2.237203308,-1.581672054,-1.744000303,-1.748320529,-1.742044189,-1.733191913,-1.725375641,-1.719301941,1/17/2008,NA,NA,NA,0
2008,18,1,18,-3.7,-11.1,0,11.21676048,18.8517203,6.754541955,0,0.013077223,0.416624017,0.099798122,0.316825895,0.316825895,0,0,0,-3.846481876,-3.846481876,-3.846481876,-3.521079537,-3.195677197,-2.870274858,-2.544325081,-2.218375303,-1.892425526,-1.320227506,-0.772882741,-0.324950995,-3.521079537,-3.195677197,-2.870274858,-2.544325081,-2.218375303,-1.892425526,-1.320227506,-0.772882741,-0.324950995,-3.521079537,-3.195677197,-2.870274858,-2.544325081,-2.218375303,-1.892425526,-1.320227506,-0.772882741,-0.324950995,0.091744539,0.074548461,0.120739377,0.118068077,0.117990195,0.118087021,0.118225767,0.118348738,0.118444863,-3.06833769,-2.268151197,-1.586839518,-1.756268681,-1.761497394,-1.754999431,-1.74573413,-1.737567062,-1.731212125,1/18/2008,NA,NA,NA,0
2008,19,1,19,-1.2,-11.9,0,10.88001677,18.98352607,6.83276634,0,0.013009307,0.443299499,0.106555786,0.336743713,0.336743713,0,0,0,-3.644311506,-3.644311506,-3.644311506,-3.359749834,-3.075188163,-2.790626491,-2.503240611,-2.21585473,-1.92846885,-1.396385029,-0.881403425,-0.434830687,-3.359749834,-3.075188163,-2.790626491,-2.503240611,-2.21585473,-1.92846885,-1.396385029,-0.881403425,-0.434830687,-3.359749834,-3.075188163,-2.790626491,-2.503240611,-2.21585473,-1.92846885,-1.396385029,-0.881403425,-0.434830687,0.091492488,0.074312475,0.120633253,0.117871018,0.117780248,0.117879857,0.11802412,0.118151888,0.118251874,-3.103887445,-2.299710917,-1.59321761,-1.769531553,-1.775677726,-1.768934337,-1.759217722,-1.750660958,-1.743996685,1/19/2008,NA,NA,NA,0
2008,20,1,20,3.2,-6,0,10.44622173,19.11935423,6.856254619,0,0.012922032,0.571703789,0.137908753,0.433795036,0.433795036,0,0,0,-2.354188803,-2.354188803,-2.354188803,-2.308777941,-2.263367079,-2.217956217,-2.055633335,-1.893310453,-1.730987571,-1.317966486,-0.904442238,-0.488905338,-2.308777941,-2.263367079,-2.217956217,-2.055633335,-1.893310453,-1.730987571,-1.317966486,-0.904442238,-0.488905338,-2.308777941,-2.263367079,-2.217956217,-2.055633335,-1.893310453,-1.730987571,-1.317966486,-0.904442238,-0.488905338,0.091232219,0.074066779,0.120450231,0.117610384,0.117508533,0.117612168,0.117763514,0.117897759,0.118002815,-3.141073167,-2.333083457,-1.604283521,-1.787242415,-1.794216246,-1.787120516,-1.776813347,-1.76772537,-1.760649007,1/20/2008,NA,NA,NA,0
